4 
time [ms], voltage [V], encoders [pulses]  
 8.720,  0.000,  0.000  
 8.730,  0.000,  0.000  
 8.740,  0.000,  0.000  
 8.750,  0.000,  0.000  
 8.760,  0.000,  0.000  
 8.770,  0.000,  0.000  
 8.780,  0.000,  0.000  
 8.790,  0.000,  0.000  
 8.800,  0.000,  0.000  
 8.810,  0.000,  0.000  
 8.820,  0.000,  0.000  
 8.830,  0.000,  0.000  
 8.840,  0.000,  0.000  
 8.850,  0.000,  0.000  
 8.860,  0.000,  0.000  
 8.870,  0.000,  0.000  
 8.880,  0.000,  0.000  
 8.890,  0.000,  0.000  
 8.900,  0.000,  0.000  
 8.910,  0.000,  0.000  
 8.920,  0.000,  0.000  
 8.930,  0.000,  0.000  
 8.940,  0.000,  0.000  
 8.950,  0.000,  0.000  
 8.960,  0.000,  0.000  
 8.970,  0.000,  0.000  
 8.980,  0.000,  0.000  
 8.990,  0.000,  0.000  
 9.000, -5.000,  0.000  
 9.010, -5.000,  0.000  
 9.020, -5.000,  0.000  
 9.030, -5.000,  0.000  
 9.040, -5.000,  0.000  
 9.050, -5.000,  0.000  
 9.060, -5.000,  0.000  
 9.070, -5.000,  0.000  
 9.080, -5.000,  0.000  
 9.090, -5.000,  0.000  
 9.100, -5.000,  0.000  
 9.110, -5.000,  0.000  
 9.120, -5.000,  0.000  
 9.130, -5.000,  0.000  
 9.140, -5.000,  0.000  
 9.150, -5.000,  0.000  
 9.160, -5.000,  0.000  
 9.170, -5.000,  0.000  
 9.180, -5.000,  0.000  
 9.190, -5.000,  0.000  
 9.200, -5.000,  0.000  
 9.210, -5.000,  0.000  
 9.220, -5.000,  0.000  
 9.230, -5.000,  0.000  
 9.240, -5.000,  0.000  
 9.250, -5.000,  0.000  
 9.260, -5.000,  0.000  
 9.270, -5.000,  0.000  
 9.280, -5.000,  0.000  
 9.290, -5.000,  0.000  
 9.300, -5.000,  0.000  
 9.310, -5.000,  0.000  
 9.320, -5.000,  0.000  
 9.330, -5.000,  0.000  
 9.340, -5.000,  0.000  
 9.350, -5.000,  0.000  
 9.360, -5.000,  0.000  
 9.370, -5.000,  0.000  
 9.380, -5.000,  0.000  
 9.390, -5.000,  0.000  
 9.400, -5.000,  0.000  
 9.410, -5.000,  0.000  
 9.420, -5.000,  0.000  
 9.430, -5.000,  0.000  
 9.440, -5.000,  0.000  
 9.450, -5.000,  0.000  
 9.460, -5.000,  0.000  
 9.470, -5.000,  0.000  
 9.480, -5.000,  0.000  
 9.490, -5.000,  0.000  
 9.500, -5.000,  0.000  
 9.510, -5.000,  0.000  
 9.520, -5.000,  0.000  
 9.530, -5.000,  0.000  
 9.540, -5.000,  0.000  
 9.550, -5.000,  0.000  
 9.560, -5.000,  0.000  
 9.570, -5.000,  0.000  
 9.580, -5.000,  0.000  
 9.590, -5.000,  0.000  
 9.600, -5.000,  0.000  
 9.610, -5.000,  0.000  
 9.620, -5.000,  0.000  
 9.630, -5.000,  0.000  
 9.640, -5.000,  0.000  
 9.650, -5.000,  0.000  
 9.660, -5.000,  0.000  
 9.670, -5.000,  0.000  
 9.680, -5.000,  0.000  
 9.690, -5.000,  0.000  
 9.700, -5.000,  0.000  
 9.710, -5.000,  0.000  
 9.720, -5.000,  0.000  
 9.730, -5.000,  0.000  
 9.740, -5.000,  0.000  
 9.750, -5.000,  0.000  
 9.760, -5.000,  0.000  
 9.770, -5.000,  0.000  
 9.780, -5.000,  0.000  
 9.790, -5.000,  0.000  
 9.800, -5.000,  0.000  
 9.810, -5.000,  0.000  
 9.820, -5.000,  0.000  
 9.830, -5.000,  0.000  
 9.840, -5.000,  0.000  
 9.850, -5.000,  0.000  
 9.860, -5.000,  0.000  
 9.870, -5.000,  0.000  
 9.880, -5.000,  0.000  
 9.890, -5.000,  0.000  
 9.900, -5.000,  0.000  
 9.910, -5.000,  0.000  
 9.920, -5.000,  0.000  
 9.930, -5.000,  0.000  
 9.940, -5.000,  0.000  
 9.950, -5.000,  0.000  
 9.960, -5.000,  0.000  
 9.970, -5.000,  0.000  
 9.980, -5.000,  0.000  
 9.990, -5.000,  0.000  
10.000, -5.000,  0.000  
10.010, -5.000,  0.000  
10.020, -5.000,  0.000  
10.030, -5.000,  0.000  
10.040, -5.000,  0.000  
10.050, -5.000,  0.000  
10.060, -5.000,  0.000  
10.070, -5.000,  0.000  
10.080, -5.000,  0.000  
10.090, -5.000,  0.000  
10.100, -5.000,  0.000  
10.110, -5.000,  0.000  
10.120, -5.000,  0.000  
10.130, -5.000,  0.000  
10.140, -5.000,  0.000  
10.150, -5.000,  0.000  
10.160, -5.000,  0.000  
10.170, -5.000,  0.000  
10.180, -5.000,  0.000  
10.190, -5.000,  0.000  
10.200, -5.000,  0.000  
10.210, -5.000,  0.000  
10.220, -5.000,  0.000  
10.230, -5.000,  0.000  
10.240, -5.000,  0.000  
10.250, -5.000,  0.000  
10.260, -5.000,  0.000  
10.270, -5.000,  0.000  
10.280, -5.000,  0.000  
10.290, -5.000,  0.000  
10.300, -5.000,  0.000  
10.310, -5.000,  0.000  
10.320, -5.000,  0.000  
10.330, -5.000,  0.000  
10.340, -5.000,  0.000  
10.350, -5.000,  0.000  
10.360, -5.000,  0.000  
10.370, -5.000,  0.000  
10.380, -5.000,  0.000  
10.390, -5.000,  0.000  
10.400, -5.000,  0.000  
10.410, -5.000,  0.000  
10.420, -5.000,  0.000  
10.430, -5.000,  0.000  
10.440, -5.000,  0.000  
10.450, -5.000,  0.000  
10.460, -5.000,  0.000  
10.470, -5.000,  0.000  
10.480, -5.000,  0.000  
10.490, -5.000,  0.000  
10.500, -5.000,  0.000  
10.510, -5.000,  0.000  
10.520, -5.000,  0.000  
10.530, -5.000,  0.000  
10.540, -5.000,  0.000  
10.550, -5.000,  0.000  
10.560, -5.000,  0.000  
10.570, -5.000,  0.000  
10.580, -5.000,  0.000  
10.590, -5.000,  0.000  
10.600, -5.000,  0.000  
10.610, -5.000,  0.000  
10.620, -5.000,  0.000  
10.630, -5.000,  0.000  
10.640, -5.000,  0.000  
10.650, -5.000,  0.000  
10.660, -5.000,  0.000  
10.670, -5.000,  0.000  
10.680, -5.000,  0.000  
10.690, -5.000,  0.000  
10.700, -5.000,  0.000  
10.710, -5.000,  0.000  
10.720, -5.000,  0.000  
10.730, -5.000,  0.000  
10.740, -5.000,  0.000  
10.750, -5.000,  0.000  
10.760, -5.000,  0.000  
10.770, -5.000,  0.000  
10.780, -5.000,  0.000  
10.790, -5.000,  0.000  
10.800, -5.000,  0.000  
10.810, -5.000,  0.000  
10.820, -5.000,  0.000  
10.830, -5.000,  0.000  
10.840, -5.000,  0.000  
10.850, -5.000,  0.000  
10.860, -5.000,  0.000  
10.870, -5.000,  0.000  
10.880, -5.000,  0.000  
10.890, -5.000,  0.000  
10.900, -5.000,  0.000  
10.910, -5.000,  0.000  
10.920, -5.000,  0.000  
10.930, -5.000,  0.000  
10.940, -5.000,  0.000  
10.950, -5.000,  0.000  
10.960, -5.000,  0.000  
10.970, -5.000,  0.000  
10.980, -5.000,  0.000  
10.990, -5.000,  0.000  
11.000, -5.000,  0.000  
11.010, -5.000,  0.000  
11.020, -5.000,  0.000  
11.030, -5.000,  0.000  
11.040, -5.000,  0.000  
11.050, -5.000,  0.000  
11.060, -5.000,  0.000  
11.070, -5.000,  0.000  
11.080, -5.000,  0.000  
11.090, -5.000,  0.000  
11.100, -5.000,  0.000  
11.110, -5.000,  0.000  
11.120, -5.000,  0.000  
11.130, -5.000,  0.000  
11.140, -5.000,  0.000  
11.150, -5.000,  0.000  
11.160, -5.000,  0.000  
11.170, -5.000,  0.000  
11.180, -5.000,  0.000  
11.190, -5.000,  0.000  
11.200, -5.000,  0.000  
11.210, -5.000,  0.000  
11.220, -5.000,  0.000  
11.230, -5.000,  0.000  
11.240, -5.000,  0.000  
11.250, -5.000,  0.000  
11.260, -5.000,  0.000  
11.270, -5.000,  0.000  
11.280, -5.000,  0.000  
11.290, -5.000,  0.000  
11.300, -5.000,  0.000  
11.310, -5.000,  0.000  
11.320, -5.000,  0.000  
11.330, -5.000,  0.000  
11.340, -5.000,  0.000  
11.350, -5.000,  0.000  
11.360, -5.000,  0.000  
11.370, -5.000,  0.000  
11.380, -5.000,  0.000  
11.390, -5.000,  0.000  
11.400, -5.000,  0.000  
11.410, -5.000,  0.000  
11.420, -5.000,  0.000  
11.430, -5.000,  0.000  
11.440, -5.000,  0.000  
11.450, -5.000,  0.000  
11.460, -5.000,  0.000  
11.470, -5.000,  0.000  
11.480, -5.000,  0.000  
11.490, -5.000,  0.000  
11.500, -5.000,  0.000  
11.510, -5.000,  0.000  
11.520, -5.000,  0.000  
11.530, -5.000,  0.000  
11.540, -5.000,  0.000  
11.550, -5.000,  0.000  
11.560, -5.000,  0.000  
11.570, -5.000,  0.000  
11.580, -5.000,  0.000  
11.590, -5.000,  0.000  
11.600, -5.000,  0.000  
11.610, -5.000,  0.000  
11.620, -5.000,  0.000  
11.630, -5.000,  0.000  
11.640, -5.000,  0.000  
11.650, -5.000,  0.000  
11.660, -5.000,  0.000  
11.670, -5.000,  0.000  
11.680, -5.000,  0.000  
11.690, -5.000,  0.000  
11.700, -5.000,  0.000  
11.710, -5.000,  0.000  
11.720, -5.000,  0.000  
11.730, -5.000,  0.000  
11.740, -5.000,  0.000  
11.750, -5.000,  0.000  
11.760, -5.000,  0.000  
11.770, -5.000,  0.000  
11.780, -5.000,  0.000  
11.790, -5.000,  0.000  
11.800, -5.000,  0.000  
11.810, -5.000,  0.000  
11.820, -5.000,  0.000  
11.830, -5.000,  0.000  
11.840, -5.000,  0.000  
11.850, -5.000,  0.000  
11.860, -5.000,  0.000  
11.870, -5.000,  0.000  
11.880, -5.000,  0.000  
11.890, -5.000,  0.000  
11.900, -5.000,  0.000  
11.910, -5.000,  0.000  
11.920, -5.000,  0.000  
11.930, -5.000,  0.000  
11.940, -5.000,  0.000  
11.950, -5.000,  0.000  
11.960, -5.000,  0.000  
11.970, -5.000,  0.000  
11.980, -5.000,  0.000  
11.990, -5.000,  0.000  
12.000,  0.000,  0.000  
12.010,  0.000,  0.000  
12.020,  0.000,  0.000  
12.030,  0.000,  0.000  
12.040,  0.000,  0.000  
12.050,  0.000,  0.000  
12.060,  0.000,  0.000  
12.070,  0.000,  0.000  
12.080,  0.000,  0.000  
12.090,  0.000,  0.000  
12.100,  0.000,  0.000  
12.110,  0.000,  0.000  
12.120,  0.000,  0.000  
12.130,  0.000,  0.000  
12.140,  0.000,  0.000  
12.150,  0.000,  0.000  
12.160,  0.000,  0.000  
12.170,  0.000,  0.000  
12.180,  0.000,  0.000  
12.190,  0.000,  0.000  
12.200,  0.000,  0.000  
12.210,  0.000,  0.000  
12.220,  0.000,  0.000  
12.230,  0.000,  0.000  
12.240,  0.000,  0.000  
12.250,  0.000,  0.000  
12.260,  0.000,  0.000  
12.270,  0.000,  0.000  
12.280,  0.000,  0.000  
12.290,  0.000,  0.000  
12.300,  0.000,  0.000  
12.310,  0.000,  0.000  
12.320,  0.000,  0.000  
12.330,  0.000,  0.000  
12.340,  0.000,  0.000  
12.350,  0.000,  0.000  
12.360,  0.000,  0.000  
12.370,  0.000,  0.000  
12.380,  0.000,  0.000  
12.390,  0.000,  0.000  
12.400,  0.000,  0.000  
12.410,  0.000,  0.000  
12.420,  0.000,  0.000  
12.430,  0.000,  0.000  
12.440,  0.000,  0.000  
12.450,  0.000,  0.000  
12.460,  0.000,  0.000  
12.470,  0.000,  0.000  
12.480,  0.000,  0.000  
12.490,  0.000,  0.000  
12.500,  0.000,  0.000  
12.510,  0.000,  0.000  
12.520,  0.000,  0.000  
12.530,  0.000,  0.000  
12.540,  0.000,  0.000  
12.550,  0.000,  0.000  
12.560,  0.000,  0.000  
12.570,  0.000,  0.000  
12.580,  0.000,  0.000  
12.590,  0.000,  0.000  
12.600,  0.000,  0.000  
12.610,  0.000,  0.000  
12.620,  0.000,  0.000  
12.630,  0.000,  0.000  
12.640,  0.000,  0.000  
12.650,  0.000,  0.000  
12.660,  0.000,  0.000  
12.670,  0.000,  0.000  
12.680,  0.000,  0.000  
12.690,  0.000,  0.000  
12.700,  0.000,  0.000  
12.710,  0.000,  0.000  
12.720,  0.000,  0.000  
12.730,  0.000,  0.000  
12.740,  0.000,  0.000  
12.750,  0.000,  0.000  
12.760,  0.000,  0.000  
12.770,  0.000,  0.000  
12.780,  0.000,  0.000  
12.790,  0.000,  0.000  
12.800,  0.000,  0.000  
12.810,  0.000,  0.000  
12.820,  0.000,  0.000  
12.830,  0.000,  0.000  
12.840,  0.000,  0.000  
12.850,  0.000,  0.000  
12.860,  0.000,  0.000  
12.870,  0.000,  0.000  
12.880,  0.000,  0.000  
12.890,  0.000,  0.000  
12.900,  0.000,  0.000  
12.910,  0.000,  0.000  
12.920,  0.000,  0.000  
12.930,  0.000,  0.000  
12.940,  0.000,  0.000  
12.950,  0.000,  0.000  
12.960,  0.000,  0.000  
12.970,  0.000,  0.000  
12.980,  0.000,  0.000  
12.990,  0.000,  0.000  
13.000,  0.000,  0.000  
13.010,  0.000,  0.000  
13.020,  0.000,  0.000  
13.030,  0.000,  0.000  
13.040,  0.000,  0.000  
13.050,  0.000,  0.000  
13.060,  0.000,  0.000  
13.070,  0.000,  0.000  
13.080,  0.000,  0.000  
13.090,  0.000,  0.000  
13.100,  0.000,  0.000  
13.110,  0.000,  0.000  
13.120,  0.000,  0.000  
13.130,  0.000,  0.000  
13.140,  0.000,  0.000  
13.150,  0.000,  0.000  
13.160,  0.000,  0.000  
13.170,  0.000,  0.000  
13.180,  0.000,  0.000  
13.190,  0.000,  0.000  
13.200,  0.000,  0.000  
13.210,  0.000,  0.000  
13.220,  0.000,  0.000  
13.230,  0.000,  0.000  
13.240,  0.000,  0.000  
13.250,  0.000,  0.000  
13.260,  0.000,  0.000  
13.270,  0.000,  0.000  
13.280,  0.000,  0.000  
13.290,  0.000,  0.000  
13.300,  0.000,  0.000  
13.310,  0.000,  0.000  
13.320,  0.000,  0.000  
13.330,  0.000,  0.000  
13.340,  0.000,  0.000  
13.350,  0.000,  0.000  
13.360,  0.000,  0.000  
13.370,  0.000,  0.000  
13.380,  0.000,  0.000  
13.390,  0.000,  0.000  
13.400,  0.000,  0.000  
13.410,  0.000,  0.000  
13.420,  0.000,  0.000  
13.430,  0.000,  0.000  
13.440,  0.000,  0.000  
13.450,  0.000,  0.000  
13.460,  0.000,  0.000  
13.470,  0.000,  0.000  
13.480,  0.000,  0.000  
13.490,  0.000,  0.000  
13.500,  0.000,  0.000  
13.510,  0.000,  0.000  
13.520,  0.000,  0.000  
13.530,  0.000,  0.000  
13.540,  0.000,  0.000  
13.550,  0.000,  0.000  
13.560,  0.000,  0.000  
13.570,  0.000,  0.000  
13.580,  0.000,  0.000  
13.590,  0.000,  0.000  
13.600,  0.000,  0.000  
13.610,  0.000,  0.000  
13.620,  0.000,  0.000  
13.630,  0.000,  0.000  
13.640,  0.000,  0.000  
13.650,  0.000,  0.000  
13.660,  0.000,  0.000  
13.670,  0.000,  0.000  
13.680,  0.000,  0.000  
13.690,  0.000,  0.000  
13.700,  0.000,  0.000  
13.710,  0.000,  0.000  
13.720,  0.000,  0.000  
13.730,  0.000,  0.000  
13.740,  0.000,  0.000  
13.750,  0.000,  0.000  
13.760,  0.000,  0.000  
13.770,  0.000,  0.000  
13.780,  0.000,  0.000  
13.790,  0.000,  0.000  
13.800,  0.000,  0.000  
13.810,  0.000,  0.000  
13.820,  0.000,  0.000  
13.830,  0.000,  0.000  
13.840,  0.000,  0.000  
13.850,  0.000,  0.000  
13.860,  0.000,  0.000  
13.870,  0.000,  0.000  
13.880,  0.000,  0.000  
13.890,  0.000,  0.000  
13.900,  0.000,  0.000  
13.910,  0.000,  0.000  
13.920,  0.000,  0.000  
13.930,  0.000,  0.000  
13.940,  0.000,  0.000  
13.950,  0.000,  0.000  
13.960,  0.000,  0.000  
13.970,  0.000,  0.000  
13.980,  0.000,  0.000  
13.990,  0.000,  0.000  
14.000,  0.000,  0.000  
14.010,  0.000,  0.000  
14.020,  0.000,  0.000  
14.030,  0.000,  0.000  
14.040,  0.000,  0.000  
14.050,  0.000,  0.000  
14.060,  0.000,  0.000  
14.070,  0.000,  0.000  
14.080,  0.000,  0.000  
14.090,  0.000,  0.000  
14.100,  0.000,  0.000  
14.110,  0.000,  0.000  
14.120,  0.000,  0.000  
14.130,  0.000,  0.000  
14.140,  0.000,  0.000  
14.150,  0.000,  0.000  
14.160,  0.000,  0.000  
14.170,  0.000,  0.000  
14.180,  0.000,  0.000  
14.190,  0.000,  0.000  
14.200,  0.000,  0.000  
14.210,  0.000,  0.000  
14.220,  0.000,  0.000  
14.230,  0.000,  0.000  
14.240,  0.000,  0.000  
14.250,  0.000,  0.000  
14.260,  0.000,  0.000  
14.270,  0.000,  0.000  
14.280,  0.000,  0.000  
14.290,  0.000,  0.000  
14.300,  0.000,  0.000  
14.310,  0.000,  0.000  
14.320,  0.000,  0.000  
14.330,  0.000,  0.000  
14.340,  0.000,  0.000  
14.350,  0.000,  0.000  
14.360,  0.000,  0.000  
14.370,  0.000,  0.000  
14.380,  0.000,  0.000  
14.390,  0.000,  0.000  
14.400,  0.000,  0.000  
14.410,  0.000,  0.000  
14.420,  0.000,  0.000  
14.430,  0.000,  0.000  
14.440,  0.000,  0.000  
14.450,  0.000,  0.000  
14.460,  0.000,  0.000  
14.470,  0.000,  0.000  
14.480,  0.000,  0.000  
14.490,  0.000,  0.000  
14.500,  0.000,  0.000  
14.510,  0.000,  0.000  
14.520,  0.000,  0.000  
14.530,  0.000,  0.000  
14.540,  0.000,  0.000  
14.550,  0.000,  0.000  
14.560,  0.000,  0.000  
14.570,  0.000,  0.000  
14.580,  0.000,  0.000  
14.590,  0.000,  0.000  
14.600,  0.000,  0.000  
14.610,  0.000,  0.000  
14.620,  0.000,  0.000  
14.630,  0.000,  0.000  
14.640,  0.000,  0.000  
14.650,  0.000,  0.000  
14.660,  0.000,  0.000  
14.670,  0.000,  0.000  
14.680,  0.000,  0.000  
14.690,  0.000,  0.000  
14.700,  0.000,  0.000  
14.710,  0.000,  0.000  
14.720,  0.000,  0.0
